thai,phonetic,register,definition,note
ต้องขอโทษด้วย(นะคะ),dtɔ̂ng kɔ̌ɔ-tôot dûai (ná-ká) ,,I must apologize. / I’m sorry.,
ต้องขอโทษด้วย(นะคะ)พอดี(ติดงาน),dtɔ̂ng kɔ̌ɔ-tôot dûai (ná-ká) pɔɔ-dii (dtìt-ngaan),,I must apologize. (I was busy with work.) / I’m sorry. (I was busy with work.), พอดี (pɔɔ-dii) is often used when giving a reason or excuse.
ถามจริงๆเถอะ,...  tǎam jing-jing tə̀...,STRONG,Be honest… / Tell me the truth… (used when asking a question and want honesty.),
เปิดไม่ติด,bpə̀ət-mâi-dtìt,,It won’t turn on. / It doesn’t work. / It’s not working.,
อยากให้เป็นแบบนั้น,yàak hâi bpen bɛ̀ɛp-nán (,,I) wish it were true. / (I) want it to be that way. / I’d like that.,
เขาไม่มั่นใจในตัวเอง,kao mâi mân-jai nai dtua eeng ,,He lacks confidence. / She insecure.,
ไม่มีตำหนิเลย,mâi mii dtam-nì ləəi,,(It)’s flawless. / (It) has no marks on it. / (It)’s in perfect condition. / (It)’s without blemish.,
ผมพูดอะไรผิดไปหรือเปล่า,pǒm pûut à-rai pìt bpai rʉ̌ʉ-bplàao ,,Did I say something wrong?,
นี่มันเรื่องอะไร,nîi man rʉ̂ang à-rai,,What’s this about…? / What’s going on (here)?,
(มือ)ไปโดนอะไรมา,(mʉʉ) bpai doon à-rai maa ,,What happened to your (hand)? (looking at injury),
ผมพูดอะไรออกไป,pǒm pûut à-rai ɔ̀ɔk bpai,,What did I say?! / What was I saying?!,
ฉันหิวจะแย่แล้ว,chǎn hǐu jà yɛ̂ɛ lɛ́ɛo ,INFORMAL,I’m starved! / I’m starving! / I’m sooo hungry!,
เราค่อยกลับมาคุยกัน,rao kɔ̂i glàp maa kui gan ,,We can talk about it later. / We can talk about it again later.,
กฎข้อที่ (1),… gòt kɔ̂ɔ tîi (nʉ̀ng)...,,Rule Number (1)…,
ผมขอเตือนนะ,... pǒm kɔ̌ɔ dtʉan ná...,,I’m warning you… / Let this be a warning…,
จะว่าไปแล้ว,... jà wâa bpai lɛ́ɛo...,,In fact… / As a matter of fact… / I can tell you this…,
ฝากบอกด้วยว่า,... fàak bɔ̀ɔk dûai wâa...,,Please tell her/him…,
ทำอะไรให้ไม่พอใจหรือเปล่า,tam à-rai hâi mâi-pɔɔ-jai rʉ̌ʉ-bplàao ,,Did I do something to upset you?,
ไม่อยากเสียคุณไป,mâi-yàak sǐa kun bpai ,,I don’t want to lose you.,
คุณเป็นใครกันแน่,kun bpen krai gan nɛ̂ɛ,STRONG,Who the hell are you? / Who are you really?,
