thai,phonetic,register,definition,note
มีเวลาน้อย,mii wee-laa nɔ́ɔi,,(I) don’t have much time. / (I) have little time (for)…,
ใครเป็นคนทำ,krai bpen kon tam,,Who did it? / Who made it?,
ฟังฉันนะ,fang chǎn ná ,,Listen to me.,
หันหลัง(สิ)(ค่ะ),hǎn-lǎng (sì)(kà) ,,Turn around.,
ไม่ใช่ตอนนี้,mâi-châi dtɔɔn-níi,,Not now!,
อายุเท่าไหร่,aa-yú tâo-rài,,How old are you? / How old is she?,
มันจบแล้ว,man jòp lɛ́ɛo,,It’s over. / It’s finished.,
พอไหม(คะ),pɔɔ mǎi (ká),,Is that enough? / Will that do?,
ตอนนี้เลย,dtɔɔn-níi ləəi,,(Right) now!,
ไปมาแล้ว,bpai maa lɛ́ɛo,,I’ve already been (there). / I went there already.,
เจ็บไหม,jèp mǎi,,Does it hurt?,
เจ็บตรงไหน,jèp dtrong-nǎi,,Where does it hurt?,
ฉันชอบ,(,,X) มากกว่า (Y) chǎn chɔ̂ɔp (X) mâak-gwàa (Y) I like (X) more than (Y).,
ชอบไหม,chɔ̂ɔp mǎi,,Do you like it? / Do you like her?,
ฟังดูดี,fang duu dii ,,Sounds good.,
ขอบคุณมาก(นะคะ),kɔ̀ɔp-kun mâak (ná-ká) ,,Thank you very much.,
เขามาทำอะไร,kǎo maa tam à-rai,,What was he doing here? / What is she doing here?,
หยุดไม่ได้,yùt mâi-dâi,,I can’t stop. / I couldn’t stop.,
ผมรอได้,pǒm rɔɔ dâi,,I can wait.,
ไม่ได้บอก(ค่ะ),mâi-dâi bɔ̀ɔk (kà) ,,He didn’t say. / He didn’t tell me.,
