thai,phonetic,register,definition,note
เพิ่งเริมต้น,pə̂ng rə̂əm-dtôn,,We’re just getting started. / It’s just begun. / It’s just the beginning.,
ฉันจะเรียกตำรวจ,chǎn jà rîak dtam-rùat ,,I’m gonna call the cops!,
เขายังโกรธฉันอยู่,kǎo yang gròot chǎn yùu ,,He’s still angry with/at me.,
ผมรู้ว่าผมผิด(... ),pǒm rúu wâa pǒm pìt (...) ,,I know I’m wrong(…),
ยังไม่บอกหนู(เลย)(ว่า... ),yang mâi bɔ̀ɔk nǔu (ləəi) (wâa...) ,,You haven’t told me yet(…),
ฉันดูออก(... ),chǎn duu ɔ̀ɔk (...) ,,I can tell. / I can see…,
ยังสวยเหมือนเดิม,yang sǔai mʉ̌an-dəəm,,You’re still as pretty/beautiful as ever!,
เดี๋ยวตามไป,dǐao dtaam bpai,,I’ll be right there. / I’ll meet you (there) in a minute. / I’ll be there soon.,
พอใจแล้ว,pɔɔ-jai lɛ́ɛo,,I’m satisfied. / I’m content. / It’s enough for me.,
ตื่นเต้นมาก,dtʉ̀ʉn-dtên mâak ,,I’m so excited. / It’s so exciting.,
ฉันเชื่อใน(ความรัก),chǎn chʉ̂a nai (kwaam-rák) ,,I believe in (love).,
มีลูกค้าประจำเยอะ,mii lûuk-káa bprà-jam yə́,,We have a lot of customers who come here regularly. / She has a lot of steady clients.,
ไม่เคยผิดพลาด,mâi-kəəi pìt-plâat,,I never make mistakes. / He’s never wrong.,
ฉันรักที่นี่(มาก),chǎn rák tîi-nîi (mâak) ,,I love it here. / I love this place.,
อยากกินอะไรอีกไหม,yàak gin à-rai ìik mǎi ,,Do you wanna have something else (to eat)?,
นี่คือคำสั่ง,nîi kʉʉ kam-sàng,,That’s an order!,
เรื่องมันยาว,rʉ̂ang man yaao,,It’s a long story.,
บอกเขาแล้วหรือ,bɔ̀ɔk kǎo lɛ́ɛo rʉ̌ʉ,,You told her already?!,
มันคุ้มไหม,man kúm mǎi,,Is it worth it? / Was it worth it?,
ปากหวาน(จริงๆ),bpàak-wǎan (jing-jing) ,,Such a sweet talker! / You’re so sweet! / You really know how to sweet talk!,
