thai,phonetic,register,definition,note
มีงานให้คุณทำ,mii ngaan hâi kun tam,,I have a job for you. / I have some work for you to do.,
เฮ้ย,hə̂i/hə́i,,Hey!,
ห้ามให้ใครเข้ามา,hâam hâi krai kâo-maa ,,Don’t let anyone (come) in!,
(เธอ)อยู่กินกับ(แฟนมา 10 ปี),təə) yùu-gin-gàp (fɛɛn maa sìp bpii,IDIOMATIC,(She)’s been living with (her boyfriend for 10 years).,
เขาไม่ไว้ใจใครง่ายๆ,kǎo mâi wái-jai krai ngâai-ngâai ,,She doesn’t trust others/anyone easily.,
พี่ไม่ได้ตั้งใจจะพูดแบบนั้น,pîi mâi-dâi dtâng-jai jà pûut bɛ̀ɛp-nán ,,I didn't mean to say that.,
(จะฆ่ามัน)ด้วยมือของผม(เอง),(jà kâa man) dûai mʉʉ kɔ̌ɔng pǒm (eeng) (,,I’ll kill him) with my own hands!,
พรุ่งนี้ค่อยว่ากันใหม่,prûng-níi kɔ̂i wâa gan mài ,,Let’s call it a day (and finish talking about it tomorrow).,
เขาไม่ได้บอกคุณหรือ,kǎo mâi-dâi bɔ̀ɔk kun rʉ̌ʉ,,He didn’t tell you?,
เลิกทะเลาะกันได้แล้ว,lə̂ək tá-lɔ́-gan dâi lɛ́ɛo ,,Stop fighting/arguing!,
(…)เหมือนที่เคยบอก(... ) (…),mʉ̌an tîi kəəi bɔ̀ɔk (...) (…) like ,,I told you before (...) / (…) as I told you (...) / (…) as I said (…),
ผมจะไม่ยอมให้ใคร,... pǒm jà mâi yɔɔm-hâi krai...,,I won’t let anyone… / I’m not gonna let anyone…,
หลายปีมานี้,... lǎai bpii maa níi...,,For many years… / All these years…,
ถ้าผมรู้ว่า,... tâa pǒm rúu wâa...,,If I had known… / If I knew…,
(ชอบ)ฉี่รดที่นอน,(chɔ̂ɔp) chìi-rót tîi-nɔɔn (,,He) wets the bed.,
ยังไม่เข็ดอีกหรือ,yang mâi kèt ìik rʉ̌ʉ,,Haven’t you learned your lesson?!,
ออกมาได้แล้ว,ɔ̀ɔk-maa dâi lɛ́ɛo,,(You) can come out now. OR (They) got out of…,
เตรียมตัวตาย,dtriam-dtua dtaai,,Prepare to die! (angry) OR Get ready for death. (neutral),
ไม่ต้องแย่งกัน,mâi-dtɔ̂ng yɛ̂ng-gan,,(You) don’t need to fight (over it)! / No need to compete.,
ทำบ้าอะไรของมึง,tam bâa à-rai kɔ̌ɔng mʉng ,ROUGH/ANGRY,What the hell are you doing? / What the hell did you do?,
